Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Tree
2743,20,365,132,1852,2377,Other
3042,7,459,96,3072,1065,Other
2779,2,30,2,1711,2410,Other
2785,24,212,46,1638,2282,Other
2808,17,228,81,1630,2280,Other
2815,10,242,88,1627,2280,Other
2697,20,124,45,2071,2313,Other
2705,19,134,57,2090,2312,Other
2734,18,390,123,1895,2338,Other
3237,20,362,36,1630,450,Spruce
3375,4,524,53,1440,2445,Other
3181,31,418,110,3526,908,Other
3150,24,330,11,1847,2054,Spruce
3142,15,150,32,1514,2343,Spruce
2776,3,42,-2,1680,2411,Other
2784,23,182,45,1608,2312,Other
2680,23,108,33,1992,2290,Other
2711,20,297,67,2107,2283,Other
3317,27,216,47,1165,984,Spruce
3097,16,365,-10,2551,834,Spruce
3358,7,300,47,1489,1992,Spruce
3215,24,153,56,2250,1639,Spruce
3193,14,450,39,3132,1060,Spruce
3128,24,272,-9,1782,2110,Spruce
3287,15,810,177,1243,2831,Spruce
3317,11,930,207,1231,2924,Spruce
2981,12,626,100,1690,2922,Other
2715,15,190,64,2044,2252,Other
2733,22,361,91,2040,2257,Other
2751,13,376,56,1872,2279,Other
3290,12,350,64,1663,607,Spruce
3178,18,481,24,3037,1128,Other
3067,13,569,-7,1463,2969,Other
2717,17,201,68,2001,2223,Other
2733,19,339,84,2087,2223,Other
3356,24,469,150,787,853,Spruce
3381,4,450,50,1530,2268,Spruce
3377,4,553,38,1530,2411,Other
2775,18,67,19,1591,2460,Other
2736,12,67,-2,1535,2407,Other
2713,19,201,66,1940,2197,Other
2753,17,404,107,2021,2197,Other
2765,13,446,123,1964,2203,Other
2762,5,379,67,1879,2215,Other
3377,4,573,38,1560,2420,Other
3150,18,270,40,1348,2512,Spruce
2709,19,218,58,1898,2170,Other
3126,10,201,-12,2483,636,Spruce
3230,15,636,39,1855,421,Spruce
3267,11,379,39,1741,782,Spruce
3335,10,268,36,1679,1758,Spruce
2840,13,342,56,1583,2724,Other
2727,22,256,76,1894,2138,Other
2735,18,268,84,1913,2135,Other
2740,18,283,93,1933,2133,Other
2764,9,446,117,2003,2138,Other
3190,14,323,53,2205,631,Spruce
3242,11,564,28,1826,525,Spruce
3379,5,595,45,1620,2410,Other
3092,21,335,76,1800,2175,Spruce
3160,18,331,50,1266,2597,Spruce
2716,15,240,59,1723,2142,Other
2742,18,295,91,1891,2105,Other
2758,14,335,112,1952,2101,Other
2902,22,127,23,2576,1165,Other
3097,10,418,-28,2673,684,Spruce
3382,4,600,53,1650,2391,Other
3166,23,150,45,2696,1448,Spruce
3144,7,331,69,1224,2884,Other
2698,9,30,1,1419,2335,Other
2697,15,108,3,1517,2212,Other
2727,19,134,48,1571,2173,Other
2739,6,170,55,1600,2155,Other
2941,10,42,8,2962,1180,Spruce
3385,5,607,59,1680,2374,Other
3017,15,170,2,2553,1533,Other
2912,17,514,93,1421,2737,Other
2760,16,362,103,1867,2044,Other
3408,8,492,76,1712,2218,Other
2775,18,30,3,2033,1489,Other
3376,12,295,61,1777,1986,Spruce
3392,8,573,43,1740,2368,Other
3038,17,0,0,1468,2434,Spruce
3132,10,424,57,1195,2770,Other
2735,16,212,41,1477,2097,Other
2743,4,228,53,1507,2078,Other
2743,4,242,61,1523,2069,Other
3305,6,60,4,1889,1739,Spruce
3039,10,90,-5,3486,1239,Spruce
3083,27,301,110,2827,1422,Other
3096,9,696,21,1321,2672,Other
2721,8,30,6,1289,2259,Other
2962,23,247,56,2647,1307,Other
3084,11,446,55,2951,767,Spruce
3320,10,418,47,1978,1316,Spruce
3394,13,319,72,1820,2093,Spruce
3400,7,488,51,1800,2336,Other
3396,7,509,47,1800,2364,Other
3081,24,190,61,3017,1366,Other
2725,7,0,0,1259,2233,Other
2706,5,240,13,1356,2096,Other
2733,15,268,32,1410,2051,Other
2740,12,272,40,1425,2040,Other
3325,16,67,17,1917,1848,Spruce
3096,12,95,11,3247,1348,Spruce
2727,7,0,0,1213,2255,Other
2742,11,301,41,1399,2012,Other
2751,4,323,57,1448,1983,Other
3289,12,725,61,2037,793,Spruce
3301,7,42,1,2006,1716,Spruce
2976,17,713,157,1231,2542,Other
2738,12,323,40,1358,1994,Other
2749,5,342,49,1406,1964,Other
2756,4,426,77,1513,1914,Other
2760,8,481,80,1572,1895,Other
2990,14,0,0,3315,1208,Spruce
3020,8,134,10,3234,1006,Spruce
3174,15,391,27,2581,300,Spruce
3227,9,716,90,2297,644,Spruce
3368,9,631,140,2042,1176,Spruce
3020,27,258,118,1974,2060,Other
2739,6,0,0,1146,2239,Other
3043,13,234,25,3164,882,Spruce
3393,3,424,44,1920,2415,Other
2742,7,30,3,1120,2197,Other
2724,8,242,14,1222,2012,Other
2958,21,150,53,1513,1803,Other
3065,11,323,36,3097,759,Spruce
2728,9,258,13,1194,1986,Other
2731,10,283,21,1207,1972,Other
3001,18,120,11,3199,1277,Spruce
3358,12,537,82,2147,1374,Spruce
2992,15,815,217,1120,2436,Other
2746,7,0,0,1052,2202,Other
3331,16,854,103,2181,939,Spruce
3378,8,212,29,2018,2274,Spruce
3030,13,120,12,3283,1500,Spruce
2921,19,90,8,2125,1998,Other
3037,9,953,218,1090,2371,Other
2998,16,180,53,3075,1478,Spruce
2879,11,67,2,1922,1932,Other
3007,22,277,62,2964,1560,Spruce
3364,11,845,136,2222,1099,Spruce
3102,25,182,64,3448,1535,Spruce
2843,16,446,72,1050,2691,Other
3203,10,626,56,2676,175,Spruce
3248,10,618,-26,2576,371,Spruce
3270,9,547,-4,2490,577,Spruce
3342,19,743,54,2284,987,Spruce
2754,5,30,1,932,2228,Other
3151,10,600,100,2934,277,Spruce
2885,18,190,106,2097,1924,Other
3389,6,247,40,2160,2480,Other
3397,9,306,48,2160,2531,Other
3075,29,270,56,3314,1638,Spruce
2758,3,0,0,875,2206,Other
3036,5,391,91,2874,1680,Spruce
3194,11,685,138,2879,90,Spruce
3199,8,671,-47,2846,30,Spruce
3311,8,450,36,2497,810,Spruce
3158,14,342,104,3666,1654,Spruce
2888,6,0,0,1900,2252,Other
2970,21,95,10,1359,2666,Spruce
2760,4,30,1,871,2295,Other
2759,4,0,0,859,2250,Other
2759,4,0,0,853,2228,Other
2961,24,124,35,1621,1487,Other
2843,33,124,59,2247,1945,Other
2974,28,242,69,1956,1832,Other
3030,13,361,20,2886,1353,Spruce
3260,5,417,-14,2702,457,Spruce
3383,10,150,21,2283,2473,Other
3256,6,256,78,883,1698,Spruce
2958,9,85,11,1361,1020,Other
2924,10,95,-1,1725,1518,Other
3384,13,108,22,2315,2466,Other
3406,7,256,33,2310,2613,Other
2974,7,67,3,2520,1986,Spruce
2955,15,210,34,2224,2131,Spruce
3044,13,400,28,2820,1388,Spruce
3404,9,190,31,2340,2581,Other
3144,25,430,130,3290,1816,Spruce
3370,17,30,8,2379,2455,Other
2892,7,95,9,1889,2371,Spruce
2946,17,180,20,1813,1489,Other
2789,10,30,4,2505,1758,Other
3313,11,240,38,2707,752,Spruce
3380,10,361,88,2627,1082,Spruce
3373,16,0,0,2409,2474,Other
2872,5,42,-3,1412,2716,Other
2968,28,120,17,1549,1045,Other
3251,10,256,-23,2820,481,Spruce
3261,14,757,190,3375,2012,Spruce
3258,5,270,3,853,1826,Spruce
3059,28,384,134,2079,1744,Other
3028,19,430,106,2122,1798,Other
3061,20,570,264,2605,1535,Spruce
3379,15,30,3,2469,2512,Other
3270,9,268,15,997,1897,Spruce
3389,14,67,13,2496,2554,Other
3191,22,474,174,3456,1951,Spruce
2955,15,376,24,1745,1176,Other
3389,12,90,13,2529,2551,Other
3282,15,624,243,3754,1994,Spruce
3010,30,335,84,1987,1489,Other
3415,12,170,39,2552,2662,Other
3241,22,497,212,3602,2042,Spruce
3279,4,216,11,1170,2072,Spruce
3260,8,120,5,810,1965,Spruce
2944,3,430,13,1868,1199,Other
3233,12,162,-13,3053,335,Spruce
3225,14,95,9,541,1956,Spruce
3221,15,150,-1,3092,324,Spruce
3230,14,85,14,573,1988,Spruce
3401,15,361,45,2881,1801,Spruce
2941,14,212,73,2222,1739,Other
3080,18,594,99,2191,2522,Spruce
2944,25,258,75,1651,2808,Spruce
2826,17,67,26,2190,1448,Spruce
2899,22,108,40,1383,3000,Spruce
3188,10,134,-8,342,2133,Spruce
2938,13,285,7,1989,966,Spruce
3105,22,616,117,2223,2563,Spruce
3023,21,404,156,1804,2771,Spruce
2830,20,67,26,2130,1416,Other
3066,13,30,29,2486,926,Spruce
2885,21,256,85,2105,1276,Spruce
2912,15,382,114,2121,1209,Spruce
3290,7,212,33,3187,808,Spruce
3369,13,175,13,3035,1991,Spruce
3037,19,67,12,3245,2356,Other
2993,20,361,134,1690,2888,Spruce
3197,11,218,-10,404,2223,Spruce
3085,23,268,74,2768,2467,Spruce
3076,14,120,39,2446,865,Spruce
3214,9,247,-13,509,2280,Spruce
2946,19,150,87,1201,3274,Spruce
3283,10,150,4,1120,2402,Spruce
2898,34,180,94,1982,1207,Other
3148,16,60,20,2779,541,Spruce
3306,21,350,57,3238,1101,Other
3315,19,323,66,3225,1154,Other
3158,4,297,121,2242,1101,Spruce
3041,10,0,0,3376,2495,Spruce
3028,5,42,0,3167,2516,Spruce
3251,30,371,214,3827,2538,Spruce
2974,11,360,53,1723,589,Other
3089,21,743,279,2014,842,Other
3103,27,201,82,2915,2678,Spruce
3078,23,134,50,3038,2689,Spruce
2890,14,0,0,1770,1381,Other
3343,11,120,8,3365,2145,Spruce
3213,26,418,192,2718,2779,Spruce
3008,14,330,149,1034,3471,Spruce
3128,5,150,12,390,2207,Spruce
2937,10,124,17,1756,1530,Spruce
3215,10,390,52,2800,847,Spruce
3212,30,301,175,3789,2711,Spruce
3017,15,570,96,1482,424,Spruce
2915,12,60,0,1680,1358,Other
3326,10,124,21,3450,1932,Spruce
3048,8,42,-5,3384,2766,Spruce
3118,14,60,2,480,2147,Spruce
2894,22,127,-2,1650,1240,Other
2859,17,212,52,1660,892,Other
3193,11,379,52,2588,878,Other
3205,15,270,42,2848,994,Other
3053,8,60,0,3419,2794,Spruce
3118,14,30,2,510,2138,Spruce
3122,13,134,14,430,1900,Spruce
3081,16,424,222,824,3109,Other
3138,14,531,47,2115,947,Other
3403,29,285,174,3762,3128,Other
3363,25,270,134,3838,3070,Other
2989,20,170,13,1601,1421,Spruce
2875,27,153,68,1561,1142,Other
3078,21,516,267,1744,570,Other
3132,15,600,95,1947,942,Other
3434,16,382,196,3690,3247,Other
3400,5,228,51,1616,2932,Other
3107,7,30,-4,600,2014,Spruce
3030,16,234,46,1604,1307,Spruce
3173,17,270,50,2482,994,Other
3220,13,42,6,3178,1400,Spruce
3432,17,384,194,3703,3288,Other
3067,7,0,0,3472,2912,Spruce
3181,12,811,54,2400,3122,Spruce
3087,10,323,18,999,3217,Spruce
3092,4,365,24,830,3020,Other
3394,8,295,50,1556,2932,Other
3391,10,323,48,1507,2914,Other
3387,9,330,75,1458,2897,Other
3381,7,330,69,1387,2874,Other
3369,6,376,53,3640,2163,Other
3395,6,474,54,3635,2305,Other
3426,16,366,188,3730,3314,Other
3214,29,376,177,3013,3000,Spruce
3173,11,732,46,2325,3181,Spruce
3425,9,153,46,1879,3089,Other
3386,12,301,74,1524,2942,Other
3100,6,60,-3,598,1798,Spruce
2984,34,342,167,1599,503,Other
3109,7,594,61,1892,912,Other
3118,13,295,27,2155,812,Other
3329,8,331,13,3660,1959,Spruce
3394,7,503,59,3664,2282,Other
3457,21,430,219,3719,3383,Other
3367,39,212,138,3838,3262,Other
3242,4,552,213,2848,3059,Spruce
3101,4,0,0,677,1889,Spruce
3075,10,361,61,1624,1063,Other
3129,10,750,92,1756,703,Other
3331,10,295,15,3690,1945,Spruce
3440,26,390,202,3759,3395,Other
3376,34,234,138,3837,3315,Other
3268,40,120,39,3952,3220,Other
3220,6,722,196,2656,3136,Spruce
3128,11,371,37,1590,3490,Spruce
3390,23,247,14,1806,3097,Other
3383,23,256,10,1781,3087,Other
3078,9,384,61,1626,1015,Other
3007,20,108,19,1471,1390,Spruce
3004,21,150,55,1410,1243,Other
3168,5,30,-2,2790,1242,Spruce
3236,11,190,28,3182,1549,Spruce
3374,9,384,52,3740,2160,Other
3458,17,437,220,3762,3450,Other
3414,15,323,176,3811,3394,Other
3240,31,90,22,4039,3207,Other
3239,29,90,27,4055,3197,Other
3103,5,85,2,750,1873,Spruce
3080,12,607,63,1549,778,Other
2993,29,242,53,1380,1148,Other
3188,9,60,9,2896,1348,Spruce
3328,8,242,12,3661,1892,Spruce
3349,10,242,33,3756,2030,Other
3433,26,371,195,3814,3448,Other
3418,20,342,180,3826,3435,Other
3328,39,175,90,3904,3357,Other
3378,17,285,-3,1889,3175,Other
3250,19,300,-5,1124,2754,Spruce
2989,12,277,53,272,1500,Spruce
3369,10,350,47,3800,2113,Other
3388,11,485,66,3771,2210,Other
3410,16,306,172,3866,3448,Other
3220,7,30,-2,4045,3294,Other
3161,21,90,4,4097,3127,Spruce
3112,16,85,12,3602,3090,Spruce
3386,28,242,148,3918,3449,Other
3263,25,67,25,3999,3376,Other
3223,10,0,0,4056,3332,Other
3054,23,484,238,1511,323,Other
3335,15,120,19,3720,1889,Other
3371,6,351,49,3862,2086,Other
3382,29,240,144,3946,3476,Other
3205,5,30,-4,4142,3320,Other
3201,9,30,-6,4188,3293,Other
3101,6,170,1,824,1657,Spruce
3338,9,150,16,3798,1932,Other
3404,21,301,166,3948,3529,Other
3209,15,60,-13,4138,3368,Other
3137,10,0,0,4060,3208,Spruce
3063,2,297,-37,658,1517,Spruce
3369,6,306,47,3919,2021,Other
3325,38,190,87,4025,3506,Other
3248,10,742,84,2785,3326,Spruce
3463,24,395,70,2223,3435,Other
3353,7,190,31,1902,3283,Other
3137,5,30,4,947,1974,Spruce
3102,5,0,0,2079,591,Spruce
3253,7,297,11,3227,1566,Spruce
3355,11,212,33,3836,1940,Other
3084,5,90,-4,1458,3240,Spruce
3517,33,395,124,2341,3516,Other
3355,9,182,33,1921,3312,Other
3315,8,30,-1,1740,3239,Other
2964,26,323,148,1381,180,Other
3306,18,192,68,4093,3549,Other
3135,18,134,29,3796,3272,Spruce
3547,35,420,154,2408,3570,Other
3317,9,0,0,1782,3276,Other
3118,8,150,15,990,1762,Spruce
2843,23,234,29,1146,677,Other
3239,10,295,41,3077,1471,Spruce
3230,23,433,143,3350,3320,Spruce
3112,14,85,14,1714,3189,Spruce
3075,5,30,-2,1425,3182,Spruce
3505,31,450,108,2372,3569,Other
3156,8,234,-1,1131,2322,Spruce
3138,8,134,5,1050,1982,Spruce
3050,14,720,9,1252,830,Other
3335,10,134,13,3711,1813,Spruce
3423,18,335,26,2215,3506,Other
3362,8,247,40,2024,3417,Other
3343,9,134,21,1933,3377,Other
2879,25,295,66,1084,696,Other
3031,19,553,77,1366,400,Other
3050,12,361,49,1523,638,Spruce
3371,10,313,49,3845,1910,Other
3435,22,175,72,4045,3770,Other
3368,10,285,46,2067,3455,Other
3364,9,256,42,2044,3445,Other
3360,11,228,38,2021,3435,Other
3335,11,108,13,1910,3343,Other
3065,15,162,-34,815,1465,Spruce
3099,29,589,58,1296,955,Other
3246,6,150,12,3173,1443,Spruce
3474,20,242,67,4013,3881,Other
3094,9,42,2,1621,3091,Spruce
3544,35,450,147,2496,3690,Other
3356,11,216,34,2018,3445,Other
3351,10,192,29,1996,3417,Other
3103,8,175,0,1040,1676,Spruce
3066,17,127,-32,849,1476,Spruce
3267,13,30,3,3366,1533,Spruce
3359,15,108,0,4179,3734,Other
3349,20,127,-6,4191,3723,Other
3265,17,566,168,3337,3446,Other
3442,18,283,45,2340,3625,Other
3398,14,240,1,2221,3565,Other
3364,11,258,42,2060,3463,Other
3189,17,42,6,1390,2549,Spruce
3393,11,402,71,3848,1889,Other
3490,24,201,83,4018,4023,Other
3447,23,190,40,4079,3919,Other
3297,12,481,130,2751,3317,Other
3404,15,212,7,2263,3605,Other
3332,14,190,10,1973,3312,Other
3322,12,180,0,1931,3255,Other
3032,5,362,-67,630,1291,Spruce
2988,6,134,25,180,1130,Spruce
3153,10,424,112,1288,1124,Other
3132,25,365,91,1316,1168,Spruce
2978,24,492,157,1216,272,Other
3164,8,30,2,2567,1092,Spruce
3420,17,153,57,4137,3904,Other
3259,22,516,159,3526,3488,Other
3312,16,513,88,2978,3395,Other
3308,10,459,84,2818,3315,Other
3233,18,283,83,2506,3178,Other
3118,5,0,0,1964,3029,Spruce
3265,9,256,67,2912,1259,Spruce
3418,16,170,21,4155,3945,Other
3363,19,0,0,4217,3866,Other
3254,22,484,149,3621,3513,Other
3248,20,297,87,2573,3171,Other
3100,18,446,125,1128,2213,Spruce
3478,27,283,81,2466,3744,Other
3438,20,212,41,2394,3707,Other
3427,18,192,30,2371,3695,Other
3407,11,153,10,2301,3660,Other
3379,9,228,-14,2122,3434,Other
3320,15,242,-1,1994,3264,Other
3091,10,180,1,967,1640,Spruce
3142,16,390,101,1250,1188,Spruce
2828,22,30,14,1020,313,Other
3429,23,90,22,4138,4042,Other
3253,22,417,137,3716,3541,Other
3284,17,582,182,3522,3550,Other
3305,14,391,81,2795,3235,Other
3283,10,362,116,2691,3187,Other
3086,10,240,13,1440,2962,Spruce
3582,22,330,80,2630,3851,Other
3267,19,153,38,3303,1423,Spruce
3454,17,134,47,4126,4142,Other
3405,12,134,8,4212,3998,Other
3259,18,384,134,3783,3570,Other
3277,17,564,172,3589,3576,Other
3294,13,624,192,3506,3583,Other
3305,12,636,60,3424,3554,Other
3342,11,551,107,3234,3438,Other
3328,7,418,104,2993,3302,Other
3552,29,306,50,2598,3851,Other
3468,29,228,71,2479,3786,Other
3386,3,134,-10,2228,3503,Other
3321,15,182,-13,2037,3245,Other
3071,7,124,-10,859,1510,Spruce
3025,15,0,0,1570,216,Spruce
3383,14,382,73,3643,1677,Other
3400,11,124,3,4241,4025,Other
3340,12,537,101,3274,3428,Other
3392,6,85,-4,2293,3552,Other
3378,13,150,-4,2185,3408,Other
3350,18,175,-26,2121,3322,Other
3386,14,404,85,3628,1657,Other
3395,10,90,-1,4260,4065,Other
3278,19,382,132,3861,3630,Other
3278,19,404,142,3833,3630,Other
3316,11,579,61,3449,3505,Other
3325,11,552,80,3368,3453,Other
3126,12,268,15,1782,2851,Spruce
3378,11,108,-4,2227,3429,Other
3373,14,120,-5,2206,3400,Other
3323,14,120,-11,2059,3198,Other
2821,4,85,1,992,242,Spruce
3375,12,384,86,3561,1592,Other
3448,13,633,136,4138,2964,Other
3365,16,67,14,4337,4027,Other
3230,15,60,-7,4658,3769,Spruce
3321,13,552,66,3462,3481,Other
3324,14,541,69,3435,3463,Other
3330,12,524,85,3381,3429,Other
3335,11,335,111,3036,3223,Other
3303,17,277,79,2881,3140,Other
3409,16,60,12,2422,3653,Other
3009,14,201,43,120,904,Spruce
3316,25,323,64,3391,1443,Other
3300,20,467,154,3829,3690,Other
3306,19,600,185,3665,3584,Other
3337,13,495,82,3394,3404,Other
3359,8,430,120,3261,3320,Other
3346,10,361,111,3130,3241,Other
3341,10,342,106,3103,3226,Other
3309,17,268,85,2948,3140,Other
3302,18,256,78,2922,3126,Other
3182,22,85,18,2557,2960,Spruce
3533,23,234,31,2601,3850,Other
3476,36,180,79,2532,3762,Other
3381,8,30,-1,2312,3471,Other
3042,4,134,14,553,1189,Spruce
2970,13,150,20,1140,633,Spruce
3117,4,42,2,2165,722,Other
3424,17,190,17,4257,4302,Other
3413,17,134,6,4271,4272,Other
3407,17,108,0,4279,4257,Other
3390,8,60,-9,4310,4200,Other
3302,4,95,-12,4514,3957,Other
3311,20,509,165,3814,3658,Other
3311,19,531,175,3786,3638,Other
3357,9,417,112,3302,3312,Other
3149,10,295,29,1952,2768,Spruce
3502,32,212,105,2574,3784,Other
3311,15,30,-11,2058,3087,Other
3072,14,0,0,741,1440,Spruce
2993,10,108,15,390,939,Spruce
3118,2,283,59,721,1383,Other
2967,6,0,0,1294,361,Spruce
3250,15,180,21,3206,1279,Spruce
3426,16,558,114,4227,2932,Other
3428,16,541,116,4222,2960,Other
3417,17,335,67,4183,3273,Other
3395,16,228,23,4175,3388,Other
3400,11,67,4,4170,3560,Other
3397,11,108,-2,4315,4269,Other
3328,13,60,-14,4485,4039,Other
3321,19,573,185,3772,3596,Other
3323,19,594,185,3744,3576,Other
3326,19,558,17,3690,3538,Other
3263,19,180,39,2873,3032,Spruce
3164,1,0,0,2538,2884,Spruce
2972,12,30,4,324,837,Spruce
3120,9,242,61,702,1419,Other
2957,15,190,25,1040,607,Other
3133,16,108,11,2249,900,Spruce
3416,16,553,124,4261,2894,Other
3422,15,484,110,4243,3007,Other
3388,15,216,16,4205,3379,Other
3405,13,30,2,4201,3668,Other
3396,10,150,-3,4337,4310,Other
3370,10,30,4,4412,4187,Other
3332,19,573,186,3811,3593,Other
3007,5,124,0,722,1507,Spruce
3094,12,547,35,630,1110,Other
3407,17,531,115,4291,2884,Other
3417,13,443,105,4268,3026,Other
3384,12,95,3,4231,3486,Other
3400,13,42,1,4231,3660,Other
3356,8,42,0,4478,4164,Other
3344,19,552,10,3770,3531,Other
3347,18,492,13,3690,3472,Other
3360,15,400,77,3503,3342,Other
3180,11,60,-1,2671,2869,Spruce
3112,7,85,8,1101,1895,Spruce
3007,9,60,-1,384,1019,Spruce
3067,16,663,8,607,1008,Other
3369,14,497,90,3582,1573,Spruce
3371,16,774,92,4351,2312,Other
3380,14,644,118,4380,2591,Other
3394,15,564,114,4342,2761,Other
3397,16,524,105,4326,2846,Other
3396,11,60,0,4261,3653,Other
3371,10,30,3,4434,4293,Other
3355,17,376,161,4246,3860,Other
3348,18,457,163,4082,3734,Other
3350,17,516,176,3973,3650,Other
3351,16,573,196,3891,3588,Other
3352,18,552,18,3810,3528,Other
3151,11,514,46,1756,2651,Spruce
3120,9,679,105,1438,2195,Spruce
3018,9,0,0,450,1084,Spruce
3004,10,30,0,361,997,Spruce
2980,6,0,0,270,834,Spruce
2981,10,30,4,750,1200,Spruce
2940,12,0,0,1082,547,Spruce
3233,9,390,75,2592,883,Spruce
3367,15,732,88,4312,2273,Other
3364,13,757,85,4340,2301,Other
3366,13,750,127,4396,2356,Other
3375,20,234,30,4300,3268,Other
3367,25,297,167,4369,3903,Other
3365,18,366,167,4286,3865,Other
3120,12,120,18,2036,730,Spruce
3365,14,659,116,4444,2458,Other
3368,12,577,110,4432,2599,Other
3370,13,551,108,4419,2656,Other
3392,20,283,70,4340,3144,Spruce
3360,12,170,15,4327,3318,Other
3361,11,127,11,4324,3376,Other
3374,8,0,0,4320,3551,Other
3371,18,457,177,4216,3778,Other
3368,18,573,20,3918,3544,Other
3374,18,488,40,3810,3463,Other
3172,19,242,-36,1490,2316,Spruce
2992,3,30,-2,228,853,Spruce
3101,10,480,42,510,1209,Other
3217,6,242,34,2366,815,Spruce
3351,14,700,72,4291,2251,Other
3374,12,42,8,4497,4414,Other
3355,9,67,0,4592,4274,Other
3360,11,0,0,4631,4228,Other
3377,19,551,188,4093,3649,Other
3377,18,577,192,4039,3606,Other
3321,16,466,92,3341,1332,Other
3366,12,0,0,4380,3508,Other
3361,13,0,0,4650,4267,Other
3395,35,268,157,4569,4011,Other
3387,19,591,198,4079,3606,Other
3111,8,180,5,767,1560,Spruce
3336,15,664,104,4298,2258,Other
3371,5,30,2,4548,4481,Other
3355,9,67,0,4649,4329,Other
3409,36,242,124,4775,4090,Other
3411,39,256,143,4719,4077,Other
3397,18,618,49,4065,3564,Other
3402,17,404,70,3826,3376,Other
3404,17,361,70,3773,3336,Other
3403,15,319,69,3721,3296,Other
3172,10,655,155,1785,2530,Spruce
3308,18,300,14,1786,2701,Other
3149,22,335,-70,1410,2263,Spruce
3115,7,0,0,1020,1831,Spruce
3089,15,285,30,457,1438,Other
2924,26,256,107,594,674,Other
3343,13,404,64,3978,1939,Other
3336,14,525,57,4119,2079,Other
3337,11,67,1,4445,3319,Other
3376,9,162,2,4442,3642,Other
3369,5,42,2,4599,4468,Other
3367,8,67,1,4607,4455,Other
3425,30,218,121,4912,4155,Other
3408,17,499,60,3972,3458,Other
3239,4,0,0,3164,2881,Other
3316,13,285,67,1798,2724,Other
3069,16,192,40,511,1289,Spruce
3372,10,175,0,4472,3636,Other
3422,20,531,223,4307,3700,Other
