Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
788,government+policy,2014-01-09,"Europe still vulnerable to financial shocks, warns Dijsselbloem"," John FitzGerald: locating customs barrier in Irish Sea takes no account of North’s economy
            "
789,government+policy,2014-01-08,Wolfgang Schäuble warns of another global financial crisis," Greek finance minister Euclid Tsakalotos met investors in London last month
            "
790,government+policy,2018-05-28,John FitzGerald: A fair legal framework is crucial for business," Martin Wolf: We need to base policy on facts not ideology
            "
791,government+policy,2018-05-28,Sterling is being buffeted by short-term noise but Brexit is the big storm," London Briefing: Debt is rocketing so Carney wants banks and borrowers to rein it in
            "
792,government+policy,2018-05-23,Fed’s Fischer attacks moves to unwind regulations," Chris Johns: Just wait until austerity-fatigued voters have to live through a Brexit-driven economic slowdown
            "
793,government+policy,2018-04-11,If UK leaves Customs Union a customs border is inevitable," Martin Wolf: Theresa May promised strength and stability – she has delivered the opposite
            "
794,government+policy,2018-03-05,"Greece’s market return may be imminent, say bankers and investors"," Expectations of softer Brexit policy help check slump in pound   
            "
795,government+policy,2018-02-16,The global recovery is fragile and needs nurturing," Permanent head of the Eurogroup and new bond market for debt among ideas explored   
            "
796,government+policy,2018-01-22,Bank of England to apply the brakes on consumer lending," Bank says Brexit will not derail euro-area economic recovery   
            "
797,government+policy,2017-12-08,Britain’s politics and politicians are unhinged and the economy is in trouble," IMF and Germany  disagree on economic outlook for Athens    
            "
798,government+policy,2017-12-05,The final reckoning for the Brexit shambles will be ugly," Ireland now at risk of deviating from its budgetary targets in 2018, says commission   
            "
799,government+policy,2017-11-08,Sterling weakness following UK election hits Irish exporters," Merkel’s former adviser says return to normal monetary policy must not be delayed   
            "
800,government+policy,2017-11-01,Measures proposed to deepen EU monetary union," International Monetary Fund advises ‘continued vigilance’ despite positive outlook   
            "
801,government+policy,2017-10-23,"EU housing markets may have ‘excessive exuberance’, ECB says"," Growth exceeds predictions as state stimulus and robust property market buoy data   
            "
802,government+policy,2017-10-09, Greek debt relief  talks break down without agreement ,"  With political changes ahead, Xi Jinping will want to  keep  the economy steady    
            "
803,government+policy,2017-09-01,EU warns budget will have to limit tax cuts and spending," Friends First’s Jim Power says authorities fail to address supply side issues in housing market   
            "
804,government+policy,2017-08-27,Jens Weidmann: Bundesbank president is man of principles," While No vote was priced in, markets  await rescue plan for    problematic banking sector     
            "
805,government+policy,2017-08-16,"Brexit and  corporate tax changes main risks to Ireland, says IMF"," All eyes on the markets as euro and Italian bank shares hit by volatile swings   
            "
806,government+policy,2017-08-11,China’s economic growth slows to 26-year low of 6.7% in 2016 ," Political fallout of a defeat for prime minister Matteo Renzi worries European chancelleries and the business community   
            "
807,government+policy,2017-07-11,Chinese economy enters unknown territory," Loss by  Matteo Renzi  next month  would mean political and economic turmoil   
            "
