Economical_ID,Name_Economical,Date_Economical,Headline_Economical,Description_Economical
2541,Interest rates,2015-01-14,World Bank cuts  economic outlook despite oil price drop," Global GDP growth to reach 3.3%  in 2016, according to revised forecast   
            "
2542,Interest rates,2015-01-09,"US economy adds 252,000 jobs in December; "," Unemployment rate now stands  at 5.6%   
            "
2543,Interest rates,2015-01-09,China’s inflation    near five-year low as property slump persists," New data suggest world’s second-largest economy still faces formidable headwinds    
            "
2544,Interest rates,2015-01-08,Bank of England keeps interest rates at record low," Rate stays at 0.5%, the level at which it has sat since the start of the financial crisis    
            "
2545,Interest rates,2015-01-07,Signs that indicate a good year for growth," Martin Wolf: If the European Central Bank pulled out all the stops, the rise in confidence might surprise   
            "
2546,Interest rates,2015-01-05,Germany will not be ‘blackmailed’ into renegotiating Greek rescue ," Euro hits 9-year low after  report   Berlin   no longer opposed to Athens exiting  currency bloc    
            "
2547,Interest rates,2015-01-05,Euro weakens to near nine-year low," European currency now  at lowest level since March 2006 as it extends its loss over the past year to 12 per cent   
            "
2548,Interest rates,2014-12-31,‘We are joining the losing club’," Lithuanians still underwhelmed about joining the euro on January 1st despite its many benefits   
            "
2549,Interest rates,2014-12-29,Russian economy suffers first contraction since global crisis," Rouble  falls again as official report shows economy declined by 0.5% in November   
            "
2550,Interest rates,2014-12-26,Rouble rebounds  from lows as exporters sell dollars," Currency had tumbled to 80 per dollar from an average of 30-35 dollars   
            "
2551,Interest rates,2014-12-23,US third-quarter growth revised up to 5 per cent," Fastest growth recorded in the US since the third quarter of 2003   
            "
2552,Interest rates,2014-12-23,Economic uncertainties ahead as China embraces Christmas," Yuletide emerging as a part of the retail calendar   
            "
2553,Interest rates,2014-12-19,Failure to diversify and Ukraine belligerence now haunt Putin," Russia struggles to come to terms with perfect storm of sanctions and falling  oil prices   
            "
2554,Interest rates,2014-12-18,US Federal Reserve plans to tighten monetary policy ," Decision shows Fed’s confidence in strong US growth as economy enjoys good run   
            "
2555,Interest rates,2014-12-18,Russia moves to prop up the rouble," Russian central bank to inject capital into banks so they can honour foreign debt obligations   
            "
2556,Interest rates,2014-12-17,Bank of Russia under fire as currency tumbles," Investors say Russian central authority has done too little to tame market and halt slide   
            "
2557,Interest rates,2014-12-16,The morning business briefing: tax avoidance on agenda,"  OECD focus shifts to key elements of  tax structures;  Hotel Indigo has Ireland in its sights   
            "
2558,Interest rates,2014-12-09,New leak reveals Luxembourg tax deals for Disney and  Koch brothers ," ‘Big Four’ accounting firms arranged tax deals for companies   
            "
2559,Interest rates,2014-12-09,Paul Krugman: slow recovery stems from catatonic policy of self-serving US conservative politicians ," Things finally looking better for American workers but this improvement comes after years of suffering   
            "
2560,Interest rates,2014-12-08,"Dollar rally to hit emerging markets, warns bank"," Increasing signs of fragility in financial markets, says Swiss-based bank   
            "
2561,Interest rates,2014-12-05,Bullish US employment report puts Fed under spotlight," Jobless rate in the US holds steady at a six-year low of 5.8% as employers take on more staff   
            "
2562,Interest rates,2014-12-01,Growth in China’s manufacturing sector slows," Latest data suggest world’s second-largest economy is still losing momentum    
            "
2563,Interest rates,2014-11-28,UK house price inflation slows to 11-month low," Nationwide said  prices rose 8.5% in   year to November, the smallest increase since last year   
            "
2564,Interest rates,2014-11-27,Commission unveils investment plan," €315bn programme aims to ‘breathe new life’ into EU states   
            "
2565,Interest rates,2014-11-26,"Commission identifies 1,000 potential investment projects"," Plan envisages €315 billion fund to provide stimulus   
            "
2566,Interest rates,2014-11-26,Radical cures needed for unusual economic ills," Opinion: policymakers need to eliminate dependence on unsustainable credit   
            "
2567,Interest rates,2014-11-25,OECD warns Ireland over ‘premature’ shift from austerity," Paris-based think-tank says Irish economy ‘very vulnerable’ to external shocks   
            "
2568,Interest rates,2014-11-24,Brazilian president forced to backtrack as fiscal pressure grows ever greater," Rousseff made great political capital by attacking the elite but may need to reach out to them to overcome recession   
            "
2569,Interest rates,2014-11-19,Fed worried about overstating pessimism in October," Policymakers’ minutes indicate active debate over inflation   
            "
2570,Interest rates,2014-11-07,"US payrolls rise, unemployment rate falls to 5.8 %"," New figures show that the unemployment rate in the US is at a fresh six-year low   
            "
2571,Interest rates,2014-11-06,"Glanbia sent massive loans between Ireland, US and staff-less subsidiaries"," Luxembourg used to finance food group investments and reduce tax bill   
            "
2572,Interest rates,2014-11-02,Reading between the lines of  ECB letter to Brian Lenihan ," Opinion: ‘Was the notion of collective responsibility used to conveniently distract from the failures of leadership and oversight?’   
            "
2573,Interest rates,2014-10-31,Initial €800m SME loan fund to help boost sector," Strategic Banking Corporation  of Ireland launches in Dublin   
            "
2574,Interest rates,2014-10-30,Federal Reserve to end quantitative easing," US central bank votes 9-1 to stop stimulus following improved employment figures   
            "
