News_ID,CompanyName_News,Date_News,Headline_News,Description_News
5531,GLENVEAGH PROPERTIES,2017-10-07,Glenveagh investors warned of potential risks," Homebuilder’s flotation comes with caveats – and eye-watering executive incentives
"
5532,GLENVEAGH PROPERTIES,2017-10-07,The church could ease the housing crisis. Don’t hold your breath," Religious orders, some of whom fell short on redress pledges, will soon sell huge land holdings
"
5533,GLENVEAGH PROPERTIES,2017-10-06,"Glenveagh lays out its wares, GAA should be marketed in Britain and Dublin is better than Frankfurt"," Business Today: the best news, analysis and comment from ‘The Irish Times’ business desk
"
5534,GLENVEAGH PROPERTIES,2017-10-06,Irish building firm eyes €500m of religious orders’ land," Glenveagh Properties says 30 sites owned by religious orders could provide 6,500 homes
"
5535,GLENVEAGH PROPERTIES,2017-10-04,Glenveagh Properties secures demand to cover €550m IPO," New Irish housebuilder plans to be building at least 1,000 homes by 2020
"
5536,GLENVEAGH PROPERTIES,2017-10-03,"Bank of Ireland’s new CEO, executive pay at Aryzta, and Greencore’s falling share price"," Business today: the best news, analysis and comment from ‘The Irish Times’ business desk
"
5537,GLENVEAGH PROPERTIES,2017-10-02,Glenveagh Properties plans to raise up to €550m through IPO," Irish housebuilder plans to build at least 1,000 new homes each year by 2020
"
5538,GLENVEAGH PROPERTIES,2017-10-02,Markets lifted by optimism over outlook for US economy," Ryanair shares rise after collapse in rival airline Monarch
"
5539,GLENVEAGH PROPERTIES,2017-09-13,Glenveagh Properties IPO target rises to more than €450m," Oaktree-backed Irish housebuilder expected to float in Dublin and London in October
"
5540,GLENVEAGH PROPERTIES,2017-09-02,Trump sets his sights on Republic’s corporate tax rate," Business Week: The ongoing housing crisis , Brexit talks and boom-time hotel rates
"
5541,GLENVEAGH PROPERTIES,2017-08-31,Ex-Nama man glides into Glenveagh chairman role," Cantillon: John Mulcahy has navigated the property rollercoaster with ease
"
5542,GLENVEAGH PROPERTIES,2017-08-30,Oaktree plans multimillion euro bonus ahead of IPO," New housebuilder being prepared for flotation has been named Glenveagh Proprties
"
5543,GREENCOAT RENEWABLES,2017-12-26,If you were a market bear in 2017 you got burnt," US equity markets reached new highs seemingly on a daily basis for much of 2017
"
5544,GREENCOAT RENEWABLES,2017-12-21,Tracker impact wanes with AIB reversing losses and closing up," In US, lower corporate tax rates and growth expectations boost market sentiment
"
5545,GREENCOAT RENEWABLES,2017-11-23,European equities flat as China suffers biggest slump in 2 years," Iseq down 0.51% with Bank of Ireland and AIB both falling
"
5546,GREENCOAT RENEWABLES,2017-11-20,Canadian firm repays investors 50% on Irish wind assets," Brookfield Renewable bought Bord Gáis’s 700mw wind-farm portfolio in 2014 for $740m
"
5547,GREENCOAT RENEWABLES,2017-11-03,Fishing from a small gene pool: Irish boards and interlocking directorships," Busy people: Meet 10 of the most powerful Irish listed company directors
"
5548,GREENCOAT RENEWABLES,2017-10-24,State commits €85m to US venture capital fund," Investment expected to result in €250 million being pledged to Irish software firms
"
5549,GREENCOAT RENEWABLES,2017-09-04,Irish Stock Exchange eyes Brexit opportunities as profits surge 21%," Bourse’s short-term investments rose to €47.8 million last year from €42.2 million
"
5550,GREENCOAT RENEWABLES,2017-08-24,Dublin and London-listed Greencoat given outperform rating," Greencoat raised €270m last month when it listed in an initial public offering (IPO)
"
5551,GREENCOAT RENEWABLES,2017-08-14,German energy group enters Irish renewables market," Innogy has acquired wind farm in Kerry and plans to develop its Irish presence
"
5552,GREENCOAT RENEWABLES,2017-07-31,Japanese buy €300m Irish wind farm portfolio," Assets made up of four wind farms currently in operation, with fifth expected next year
"
5553,GREENCOAT RENEWABLES,2017-07-25,Newly listed Greencoat Renewables raises €270 million in its IPO," Firm said demand from investors down to State’s ‘ambitious’ 2020 energy targets
"
5554,GREENCOAT RENEWABLES,2017-07-20,Greencoat raises €270m in IPO backed by State fund and AIB," Wind energy firm to float in Dublin and London on July 25th
"
5555,GREENCOAT RENEWABLES,2017-07-18,Cairn Homes to list in Dublin next week as Iseq’s 11th largest company," Irish bourse facing busy week as Greencoat Renewables expected to float on July 25th
"
5556,GREENCOAT RENEWABLES,2017-06-19,Renewable energy company plans flotation on Irish stock exchange," Greencoat renewables hopes to raise up to €250 million
"
5557,GREENCOAT RENEWABLES,2017-03-10,Greencoat subsidiary acquires two Irish wind farms," Seed capital for Greencoat Renewables provided by AIB andthe ISIF
"
5558,HIBERNIA REIT,2019-06-06,ECB rates freeze leads euro zone shares to underperform their peers," Markets report: In the UK, tobacco company Imperial Brands jumped 5.7% on its best day in more than a year
"
5559,HIBERNIA REIT,2019-05-22,European markets dip on fears about Brexit and trade war," C&C and Ryanair provide most movement on Iseq
"
5560,HIBERNIA REIT,2019-04-16,Green light for sale of reit," Green Reit’s discounted share price prompts decision to offer company for sale
"
5561,HIBERNIA REIT,2019-04-15,European shares edge higher on trade optimism," In Dublin, Green Reit jumps after chairman announces group is up for sale
"
5562,HIBERNIA REIT,2019-04-04,INM the big mover on flat day for Irish stock market," Global shares pull back as hopes of US-China trade deal dashed
"
5563,HIBERNIA REIT,2019-04-01,Hibernia Reit sells docklands building for €35.5m," Property investment company will return proceeds to shareholders in share buy-back scheme
"
5564,HIBERNIA REIT,2019-03-26,European stocks claw back up after four-day drop," AIB among star performers as Dublin edges up on renewed hopes of Brexit deal
"
5565,HIBERNIA REIT,2019-03-20,Investors fret on US Fed policy decision and Brexit gloom," Iseq slips 0.6% on tense day for shares across Europe in response to Westminster turmoil
"
5566,HIBERNIA REIT,2019-02-18,European shares advance even as carmakers stuck in reverse," In Dublin, the Iseq index edged 0.1 per cent higher to 5,976,91
"
5567,HIBERNIA REIT,2019-02-13,European stock rally for third day over trade talks optimism," Smurfit Kappa results help drive up Iseq and FTSE while profits helps lift Tullow Oil
"
5568,HIBERNIA REIT,2019-02-13,Hibernia Reit portfolio value grows by 2.5% in final quarter," Demand for Dublin office space ‘remains high’, Hibernia says
"
5569,HIBERNIA REIT,2019-01-07,European shares down on concerns over Brexit and US shutdown," Iseq Overall Index dips 0.09 per cent to 5,651.16 in Dublin as CRH slips 1.83 per cent
"
5570,HIBERNIA REIT,2019-01-02,"Markets start New Year with a hangover as China, EU figures deepen gloom"," Subdued trading in Dublin with Kingspan, Total Produce and Dalata among gainers
"
5571,HIBERNIA REIT,2018-12-21,Stocks edge up after tough week," Perrigo hammered on news of €1.6 billion tax demand
"
5572,HIBERNIA REIT,2018-12-05,European shares drop following overnight rout on Wall Street," Sterling climbs as traders weigh up latest news on Brexit manoeuvres
"
5573,HIBERNIA REIT,2018-11-28,Trade war fears ease on news that Trump will meet Xi," Brexit fears may be behind falls for construction-related companies like Kingspan
"
5574,HIBERNIA REIT,2018-11-27,Hibernia Reit gets green light for €100m plan at Harcourt Square," Property group approved for enlarged development on the site of current Garda HQ
"
5575,HIBERNIA REIT,2018-11-23,Generation rent: big investors tuck into lucrative property pie," Investors and pension funds could help reshape our relationship with home ownership
"
5576,HIBERNIA REIT,2018-11-22,Shares fall back as investors fret about slowing global growth," In Dublin Smurfit Kappa hit by poor pricing data while builders rise on Brexit news
"
5577,HIBERNIA REIT,2018-11-13,Markets buoyed by easing trade relations and Brexit ‘breakthrough’," Shares in Swiss-Irish food group Aryzta rise 6.5 per cent to €1.29
"
5578,HIBERNIA REIT,2018-11-12,Tech sell-off brings Euro shares down as dollar hits 16-month high," Iseq outperforms European peers but financials suffer, while Brexit fears sink the pound
"
5579,HIBERNIA REIT,2018-11-11,Hibernia Reit and DCC results plus CSO trade statistics due," Your business this week: Gap and Walmart to report, Simmons Leadership Conference
"
5580,HIBERNIA REIT,2018-11-09,European shares weaken on US interest rate fears and Italian budget row," Smurfit badly hit in Dublin as sector falls out of favour
"
5581,HIBERNIA REIT,2018-11-06,Markets fall as investors await outcome of US midterm elections," Iseq closes down 0.9%, with CRH, Green Reit and Ryanair among those to lose ground
"
5582,HIBERNIA REIT,2018-10-22,Johnny Ronan group acquires docklands site for €180m," US investment group Colony Capital also involved in purchase of Project Waterfront
"
5583,HIBERNIA REIT,2018-10-18,What do Ireland’s biggest builders and landlords earn?," Incomes buoyant for heads of new breed of institutional landlords and housebuilders
"
5584,HIBERNIA REIT,2018-10-11,First Irish retail Reit flotation decision pushed out to 2019," Move allows Sigma focus on boosting value of the portfolio, including extensions to The Square Tallaght
"
5585,HIBERNIA REIT,2018-09-28,Irish banks tumble on signs of slowing house price growth," Housebuilders also hit as investors hold back from market
"
5586,HIBERNIA REIT,2018-08-21,"S&P 500 reaches record high on Wall Street, European shares nudge up"," Investors both sides of the Atlantic take a cautiously optimistic view of US-China talks
"
5587,HIBERNIA REIT,2018-08-02,Stocks retreat amid growing trade tensions," Apple becomes world’s first trillion dollar company
"
5588,HIBERNIA REIT,2018-07-26,"EU-US trade war averted, Kerrygold lawsuit, and €40m for Hibernia Reit bosses"," Business Today: the best news, analysis and comment from ‘The Irish Times’ business desk
"
5589,HIBERNIA REIT,2018-07-26,Hibernia Reit backers’ deal almost doubles to €40m on stock bonuses," Property firm faces possible shareholder revolt over chiefs’ pay plan
"
5590,HIBERNIA REIT,2018-07-13,US shares edge near five-month high but financials disappoint," Little volume on Irish exchange with benchmark index up 0.38 per cent
"
5591,HIBERNIA REIT,2018-07-11,Hibernia REIT sells Dublin’s New Century House for €65m," Company paid €47m for building in 2014
"
5592,HIBERNIA REIT,2018-06-08,Yew Grove Reit floats on Dublin and London exchanges," Real estate investment trust is latest to go public, with shares up 7% on first day’s trading
"
5593,HIBERNIA REIT,2018-05-24,Value of Hibernia Reit portfolio climbs to €1.3bn," Company outperforms market, with total return up 11.6 per cent
"
5594,HIBERNIA REIT,2018-05-18,Cashing in on the recovery of the property market," Shareholders and executives reap rewards of recovery driven by property supply shortage
"
5595,HIBERNIA REIT,2018-05-01,Irish shares dip as European traders enjoy May Day break," Smurfit Kappa was among the main decliners as investors adopt cautious view of bids
"
5596,HIBERNIA REIT,2018-04-28,"Former Ulster Bank, Paddy Power executive lined up for retail REIT IPO"," Cormac McCarthy expected to be named chairman as planning for IPO firms up
"
5597,HIBERNIA REIT,2018-04-19,Surging oil prices boost FTSE but Wall St lingers in the red," Iseq finishes up just 0.1 per cent higher on a day of mixed fortunes for its biggest stocks
"
5598,HIBERNIA REIT,2018-04-12,Shares rally after Trump signals strike on Syria not imminent," Ireland’s Iseq overall index closes up 0.95%, outperforming European markets
"
