Tech_ID,Name_Tech,Date_Tech,Headline_Tech,Description_Tech
1722,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1723,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1724,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1725,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1726,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1727,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1728,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1729,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1730,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1731,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1732,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1733,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1734,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1735,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1736,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1737,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1738,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1739,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1740,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1741,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1742,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1743,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1744,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1745,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1746,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1747,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1748,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
